id_gen,date,scenario,value
28,2025-05-01 00:00:00,2,54.55528660833334
30,2025-05-01 00:00:00,2,38.608356676666666
32,2025-05-01 00:00:00,2,27.697299355
33,2025-05-01 00:00:00,2,277.6724203013889
37,2025-05-01 00:00:00,2,92.6041018838889
40,2025-05-01 00:00:00,2,52.45700635416667
27,2025-05-01 00:00:00,2,113.58690442555555
39,2025-05-01 00:00:00,2,20.84291719138889
41,2025-05-01 00:00:00,2,51.33792355194445
42,2025-05-01 00:00:00,2,25.73890445111111
45,2025-05-01 00:00:00,2,192.7620126827778
46,2025-05-01 00:00:00,2,148.55824199500003
47,2025-05-01 00:00:00,2,57.77264966472223
48,2025-05-01 00:00:00,2,59.73104456861111
49,2025-05-01 00:00:00,2,53.15643310555556
50,2025-05-01 00:00:00,2,80.29419105944444
29,2025-05-01 00:00:00,2,30.992561791666663
31,2025-05-01 00:00:00,2,15.474851416666667
36,2025-05-01 00:00:00,2,10.576348070833335
35,2025-05-01 00:00:00,2,10.576348070833335
26,2025-05-01 00:00:00,2,24.103180125000005
52,2025-05-01 00:00:00,2,5.462950309722223
23,2025-05-01 00:00:00,2,27.92141168055556
38,2025-05-01 00:00:00,2,31.470347069444443
55,2025-05-01 00:00:00,2,0.0
56,2025-05-01 00:00:00,2,0.0
57,2025-05-01 00:00:00,2,0.0
58,2025-05-01 00:00:00,2,0.0
60,2025-05-01 00:00:00,2,0.0
61,2025-05-01 00:00:00,2,0.0
25,2025-06-01 00:00:00,2,17.114140586416667
34,2025-06-01 00:00:00,2,12.857323892333334
43,2025-06-01 00:00:00,2,203.37158940508334
44,2025-06-01 00:00:00,2,118.14838171333334
59,2025-06-01 00:00:00,2,385.37222152966666
51,2025-06-01 00:00:00,2,131.87444370650002
24,2025-06-01 00:00:00,2,54.19806822
28,2025-06-01 00:00:00,2,57.594677400000016
30,2025-06-01 00:00:00,2,40.759310160000005
32,2025-06-01 00:00:00,2,29.240374680000002
33,2025-06-01 00:00:00,2,293.14214010000006
37,2025-06-01 00:00:00,2,97.76327292
40,2025-06-01 00:00:00,2,55.37949750000001
27,2025-06-01 00:00:00,2,119.91507192
39,2025-06-01 00:00:00,2,22.00412034
41,2025-06-01 00:00:00,2,54.19806822
42,2025-06-01 00:00:00,2,27.17287344
45,2025-06-01 00:00:00,2,203.50119348
46,2025-06-01 00:00:00,2,156.83473692000004
47,2025-06-01 00:00:00,2,60.99128658000001
48,2025-06-01 00:00:00,2,63.05878782000001
49,2025-06-01 00:00:00,2,56.1178908
50,2025-06-01 00:00:00,2,84.76755084
29,2025-06-01 00:00:00,2,47.78683218055556
31,2025-06-01 00:00:00,2,36.05967993055555
36,2025-06-01 00:00:00,2,15.148093208333336
35,2025-06-01 00:00:00,2,15.148093208333336
26,2025-06-01 00:00:00,2,40.686151625
52,2025-06-01 00:00:00,2,9.221456400000001
23,2025-06-01 00:00:00,2,21.23385002777778
38,2025-06-01 00:00:00,2,56.065207763888885
55,2025-06-01 00:00:00,2,0.0
56,2025-06-01 00:00:00,2,0.0
57,2025-06-01 00:00:00,2,0.0
58,2025-06-01 00:00:00,2,0.0
60,2025-06-01 00:00:00,2,0.0
61,2025-06-01 00:00:00,2,0.0
